title,company,location,field,education_level,salary_min,salary_max,salary_currency,job_type,deadline,url,source,scraped_at
E-learning Developer,PwC Cambodia,Siem Reap,Education,Bachelor,550,1150,USD,Full-time,2026-03-11,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.174985
Legal Officer,Angkor Hospital,Kandal,Legal,Bachelor,600,1550,USD,Part-time,2026-06-08,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.174994
Pediatrician,Habitat for Humanity,Phnom Penh,Healthcare,Master,2050,4300,USD,Full-time,2026-06-09,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175007
Korean Language Teacher,Paragon International,Siem Reap,Education,Bachelor,450,900,USD,Contract,2026-05-07,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175017
Core Banking Specialist,ACLEDA Bank,Siem Reap,Finance / Banking,Bachelor,900,1700,USD,Full-time,2026-03-13,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175026
QC Inspector,UNDP Cambodia,Sihanoukville,Manufacturing,Bachelor,450,950,USD,Full-time,2026-05-10,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175035
EHS Officer,Palladium Group,Phnom Penh,Manufacturing,Bachelor,600,1100,USD,Full-time,2026-03-26,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175046
In-house Counsel,World Bank Cambodia,Kampot,Legal,Master,1450,3600,USD,Full-time,2026-04-03,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175057
CAD Drafter,Konvergence,Kandal,Engineering,College,450,700,USD,Part-time,2026-03-02,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175066
Spa Therapist,Build Bright University,Kampot,Hospitality,College,300,800,USD,Contract,2026-05-06,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175078
Crop Production Manager,Wing Bank,Phnom Penh,Agriculture,Bachelor,600,1300,USD,Full-time,2026-04-10,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175087
Budget Analyst,Zaman University,Kandal,Finance / Banking,Bachelor,800,1350,USD,Part-time,2026-06-11,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175096
Design Engineer,Hattha Bank,Phnom Penh,Engineering,Master,950,2000,USD,Full-time,2026-04-27,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.175104
Food Security Analyst,Hagar International,Kampot,Agriculture,Master,1000,1800,USD,Full-time,2026-04-15,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175113
Electrical Engineer,KPMG Cambodia,Kampot,Engineering,Bachelor,700,1800,USD,Full-time,2026-05-16,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.175123
Finance and Admin Officer,Shinta Mani,Phnom Penh,NGO / Development,Bachelor,650,1150,USD,Full-time,2026-05-28,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.175139
Mental Health Counselor,Footprints International School,Sihanoukville,Healthcare,Master,700,1600,USD,Full-time,2026-05-09,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175153
Concierge,Prudential Cambodia,Takeo,Hospitality,College,350,1000,USD,Full-time,2026-03-14,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175168
Credit Risk Manager,Shinta Mani,Prey Veng,Finance / Banking,Master,1200,2450,USD,Full-time,2026-04-07,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175177
IT Infrastructure Manager,OCIC,Remote,IT / Technology,Master,1100,2700,USD,Full-time,2026-05-14,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175185
IT Trainer,Hagar International,Sihanoukville,Education,Bachelor,500,900,USD,Full-time,2026-05-02,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175194
Protection Officer,BookMeBus,Siem Reap,NGO / Development,Bachelor,750,1450,USD,Full-time,2026-04-13,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175203
Corporate Lawyer,MSI Surveys,Prey Veng,Legal,Master,1600,3350,USD,Full-time,2026-04-13,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175212
Warehouse Manager,Royal University of Phnom Penh,Takeo,Manufacturing,Bachelor,800,1800,USD,Full-time,2026-04-11,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.175220
AML Compliance Officer,Prince Bank,Remote,Finance / Banking,Master,900,1500,USD,Full-time,2026-05-21,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175229
Logistics Coordinator,DHL Cambodia,Siem Reap,Manufacturing,Bachelor,700,1100,USD,Contract,2026-03-11,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175237
Sous Chef,Pi Pay,Battambang,Hospitality,College,700,1000,USD,Full-time,2026-06-19,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175245
Pediatrician,JICA Cambodia,Takeo,Healthcare,Master,2000,4200,USD,Full-time,2026-04-18,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175254
UX/UI Designer,Anantara Angkor,Phnom Penh,IT / Technology,Bachelor,500,1300,USD,Part-time,2026-05-17,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175266
Logistics Coordinator,Zaman University,Kandal,Manufacturing,Bachelor,550,1150,USD,Full-time,2026-04-04,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175292
Copywriter,IFL University,Phnom Penh,Marketing / Sales,Bachelor,400,950,USD,Full-time,2026-03-26,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175307
Registered Nurse,PwC Cambodia,Takeo,Healthcare,Bachelor,700,1000,USD,Contract,2026-06-04,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.175322
Midwife,MSI Surveys,Kandal,Healthcare,Bachelor,600,1100,USD,Full-time,2026-03-15,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175340
Paralegal,Pannasastra University,Sihanoukville,Legal,Bachelor,700,1350,USD,Full-time,2026-03-17,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175349
Site Engineer,BELTEI,Phnom Penh,Engineering,Bachelor,650,1200,USD,Full-time,2026-03-02,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175358
Hotel Manager,Manulife Cambodia,Kampot,Hospitality,Master,1100,2800,USD,Full-time,2026-04-12,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175367
Contract Specialist,LYP Group,Phnom Penh,Legal,Bachelor,950,1750,USD,Full-time,2026-06-09,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175376
HR Manager,BELTEI,Kampong Cham,HR / Admin,Master,1050,2200,USD,Contract,2026-03-20,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175386
UX/UI Designer,Vattanac Properties,Sihanoukville,IT / Technology,Bachelor,700,1250,USD,Full-time,2026-05-28,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175402
HR Business Partner,LYP Group,Phnom Penh,HR / Admin,Master,850,1650,USD,Full-time,2026-04-20,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175414
Environmental Engineer,Chip Mong Group,Siem Reap,Engineering,Bachelor,850,1800,USD,Full-time,2026-04-23,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175428
Math Lecturer,World Vision,Kampot,Education,Bachelor,450,950,USD,Full-time,2026-03-16,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175445
Industrial Engineer,Pannasastra University,Phnom Penh,Manufacturing,Bachelor,700,1550,USD,Contract,2026-06-02,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175459
IT Trainer,Shinta Mani,Phnom Penh,Education,Bachelor,550,1050,USD,Part-time,2026-06-27,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175468
Medical Doctor,Hattha Bank,Phnom Penh,Healthcare,Master,1300,2700,USD,Full-time,2026-04-02,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175476
Barista,Sathapana Bank,Remote,Hospitality,College,350,830,USD,Full-time,2026-03-17,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175485
Logistics Coordinator,Chip Mong Group,Remote,Manufacturing,Bachelor,600,1150,USD,Full-time,2026-03-22,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.175493
Chief Engineer,Metfone,Remote,Engineering,Master,2100,4050,USD,Part-time,2026-06-14,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175502
Concierge,Cogetel,Phnom Penh,Hospitality,College,300,800,USD,Full-time,2026-05-14,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175511
Quantity Surveyor,OCIC,Siem Reap,Engineering,Bachelor,900,1800,USD,Full-time,2026-03-08,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.175520
Logistics Coordinator,Toyota Cambodia,Sihanoukville,Manufacturing,Bachelor,500,1150,USD,Part-time,2026-06-06,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175529
Front Desk Officer,UNICEF Cambodia,Kampong Cham,Hospitality,Bachelor,400,650,USD,Full-time,2026-03-09,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175541
Inventory Controller,Pi Pay,Phnom Penh,Manufacturing,Bachelor,600,900,USD,Full-time,2026-03-24,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.175550
MEAL Advisor,Deloitte Cambodia,Sihanoukville,NGO / Development,Master,1400,3150,USD,Contract,2026-04-20,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175559
Inventory Controller,RTI International,Kandal,Manufacturing,Bachelor,450,900,USD,Full-time,2026-06-13,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175567
Dental Technician,GIZ Cambodia,Kandal,Healthcare,College,350,750,USD,Part-time,2026-06-12,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175575
Design Engineer,Park Hyatt Siem Reap,Phnom Penh,Engineering,Master,900,2000,USD,Full-time,2026-06-19,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175584
Supply Chain Officer,Honda Cambodia,Kampong Cham,Manufacturing,Bachelor,800,1450,USD,Full-time,2026-06-18,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175594
MEP Engineer,Cogetel,Phnom Penh,Engineering,Bachelor,1000,1750,USD,Full-time,2026-05-14,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175603
HR Director,Zando,Kampong Cham,HR / Admin,Master,1500,3150,USD,Contract,2026-04-23,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175611
Front Desk Officer,LOLC Cambodia,Phnom Penh,Hospitality,Bachelor,450,1000,USD,Full-time,2026-05-09,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175619
Digital Marketing Officer,Hyatt Regency,Kampong Cham,Marketing / Sales,Bachelor,600,1150,USD,Contract,2026-05-05,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175628
Midwife,Habitat for Humanity,Prey Veng,Healthcare,Bachelor,700,1350,USD,Full-time,2026-03-22,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175637
SEO Specialist,WHO Cambodia,Siem Reap,Marketing / Sales,Bachelor,400,1050,USD,Part-time,2026-05-22,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.175645
Financial Controller,Royal University of Phnom Penh,Phnom Penh,Finance / Banking,Master,1550,3300,USD,Full-time,2026-06-22,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.175654
Legal Officer,Sathapana Bank,Phnom Penh,Legal,Bachelor,650,1300,USD,Contract,2026-05-04,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175663
Contract Specialist,Save the Children,Siem Reap,Legal,Bachelor,950,1800,USD,Part-time,2026-06-06,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175671
Regulatory Affairs Officer,GIZ Cambodia,Remote,Legal,Bachelor,700,1550,USD,Full-time,2026-06-26,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175679
Curriculum Developer,Prasac MFI,Sihanoukville,Education,Master,800,1800,USD,Full-time,2026-04-24,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175688
Revenue Manager,UNDP Cambodia,Phnom Penh,Hospitality,Bachelor,900,1750,USD,Full-time,2026-06-08,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175697
Inventory Controller,ABA Bank,Phnom Penh,Manufacturing,Bachelor,400,1150,USD,Full-time,2026-06-03,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175709
Front Desk Officer,Konvergence,Siem Reap,Hospitality,Bachelor,400,750,USD,Part-time,2026-04-17,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175720
Country Director,Hattha Bank,Siem Reap,NGO / Development,Master,2900,6050,USD,Full-time,2026-05-15,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175732
Tax Specialist,Royal Phnom Penh Hospital,Phnom Penh,Finance / Banking,Bachelor,650,1200,USD,Full-time,2026-04-26,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.175740
Plant Manager,Cogetel,Siem Reap,Manufacturing,Master,1900,4400,USD,Part-time,2026-05-24,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175749
Field Coordinator,Toyota Cambodia,Sihanoukville,NGO / Development,Bachelor,700,1300,USD,Full-time,2026-04-17,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175757
Copywriter,ABA Bank,Siem Reap,Marketing / Sales,Bachelor,350,700,USD,Full-time,2026-03-01,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175766
Legal Officer,AMK Microfinance,Remote,Legal,Bachelor,800,1400,USD,Full-time,2026-05-08,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.175774
Grants Manager,Sabay Digital,Siem Reap,NGO / Development,Master,1200,2700,USD,Full-time,2026-04-02,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175783
Irrigation Engineer,Shinta Mani,Phnom Penh,Agriculture,Bachelor,700,1200,USD,Full-time,2026-06-19,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175792
Marketing Director,GIZ Cambodia,Takeo,Marketing / Sales,Master,1950,4200,USD,Part-time,2026-03-14,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175800
Vice Principal,Manulife Cambodia,Phnom Penh,Education,Master,1250,2800,USD,Part-time,2026-06-11,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175809
Finance Director,Cellcard,Phnom Penh,Finance / Banking,Master,2600,5400,USD,Full-time,2026-04-04,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175817
IT Support Specialist,Rosewood Phnom Penh,Phnom Penh,IT / Technology,College,500,950,USD,Full-time,2026-06-19,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175826
Field Coordinator,KPMG Cambodia,Siem Reap,NGO / Development,Bachelor,750,1450,USD,Full-time,2026-05-22,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175839
Network Engineer,Wing Bank,Phnom Penh,IT / Technology,Bachelor,600,1350,USD,Contract,2026-05-18,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175848
Dental Technician,Manulife Cambodia,Phnom Penh,Healthcare,College,400,750,USD,Full-time,2026-05-26,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175860
Farm Manager,Sofitel Phnom Penh,Phnom Penh,Agriculture,Bachelor,750,1200,USD,Full-time,2026-06-03,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175868
Payroll Specialist,Swisscontact,Phnom Penh,HR / Admin,Bachelor,600,1250,USD,Part-time,2026-03-08,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175877
Executive Chef,Chip Mong Group,Takeo,Hospitality,Bachelor,1000,1750,USD,Full-time,2026-04-14,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175888
Sales Executive,Habitat for Humanity,Sihanoukville,Marketing / Sales,College,350,750,USD,Contract,2026-05-25,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.175898
Bank Teller,Pannasastra University,Takeo,Finance / Banking,College,300,720,USD,Full-time,2026-06-06,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175907
Production Planner,Royal Phnom Penh Hospital,Siem Reap,Manufacturing,Bachelor,500,1150,USD,Contract,2026-03-17,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175919
Barista,EZECOM,Kandal,Hospitality,College,200,730,USD,Full-time,2026-05-02,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175928
E-commerce Manager,Wing Bank,Phnom Penh,Marketing / Sales,Bachelor,700,1700,USD,Part-time,2026-04-12,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175936
Event Coordinator,LOLC Cambodia,Phnom Penh,Hospitality,Bachelor,750,1200,USD,Full-time,2026-05-08,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.175945
Internal Auditor,Ministry of Economy and Finance,Siem Reap,Finance / Banking,Bachelor,750,1450,USD,Full-time,2026-04-18,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175953
HR Officer,UNICEF Cambodia,Kampong Cham,HR / Admin,Bachelor,600,1150,USD,Full-time,2026-03-03,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175962
Business Development Manager,World Vision,Battambang,Marketing / Sales,Master,1200,2700,USD,Full-time,2026-04-08,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.175970
Talent Acquisition Specialist,ACLEDA Bank,Phnom Penh,HR / Admin,Bachelor,500,1350,USD,Contract,2026-03-05,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.175978
Corporate Lawyer,Oxfam Cambodia,Kandal,Legal,Master,1450,3500,USD,Full-time,2026-04-23,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.175987
Mental Health Counselor,Vision Fund,Remote,Healthcare,Master,800,1550,USD,Full-time,2026-03-21,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.175998
Advocacy Officer,Shinta Mani,Kandal,NGO / Development,Master,950,2100,USD,Full-time,2026-06-23,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176006
System Administrator,LOLC Cambodia,Phnom Penh,IT / Technology,Bachelor,600,1300,USD,Full-time,2026-06-01,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.176015
Financial Controller,LOLC Cambodia,Sihanoukville,Finance / Banking,Master,1400,3400,USD,Full-time,2026-03-04,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176023
Factory Manager,Build Bright University,Phnom Penh,Manufacturing,Master,1550,3150,USD,Full-time,2026-04-07,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176032
Livestock Specialist,Cellcard,Phnom Penh,Agriculture,Bachelor,700,1100,USD,Full-time,2026-06-08,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176040
Advocacy Officer,Cellcard,Takeo,NGO / Development,Master,900,2200,USD,Full-time,2026-05-16,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176049
Treasury Analyst,OCIC,Phnom Penh,Finance / Banking,Master,900,2300,USD,Part-time,2026-05-23,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176058
Registered Nurse,TPC MFI,Phnom Penh,Healthcare,Bachelor,500,1000,USD,Full-time,2026-06-20,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176066
Legal Officer,Rosewood Phnom Penh,Phnom Penh,Legal,Bachelor,650,1450,USD,Contract,2026-06-08,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176075
Trade Marketing Officer,Royal University of Phnom Penh,Sihanoukville,Marketing / Sales,Bachelor,650,1250,USD,Full-time,2026-04-15,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176083
Partnership Officer,World Food Programme,Sihanoukville,NGO / Development,Master,1100,2200,USD,Full-time,2026-05-08,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176092
Soil Scientist,Institute of Technology of Cambodia,Kampong Cham,Agriculture,Master,950,2000,USD,Full-time,2026-06-19,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176100
Capacity Building Officer,Sabay Digital,Remote,NGO / Development,Bachelor,900,1550,USD,Full-time,2026-05-17,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176108
Business Development Manager,ACLEDA Bank,Phnom Penh,Marketing / Sales,Master,1250,2800,USD,Full-time,2026-06-04,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176117
AML Compliance Officer,DAI Global,Kampot,Finance / Banking,Master,850,1750,USD,Full-time,2026-04-20,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176125
Android Developer,Build Bright University,Phnom Penh,IT / Technology,Bachelor,700,1250,USD,Full-time,2026-03-23,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176134
System Administrator,FHI 360,Phnom Penh,IT / Technology,Bachelor,600,950,USD,Full-time,2026-05-19,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176142
Deputy Director,Westview International School,Phnom Penh,NGO / Development,Master,2050,4150,USD,Part-time,2026-04-20,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.176151
Plant Manager,LYP Group,Battambang,Manufacturing,Master,2050,4150,USD,Part-time,2026-03-17,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176159
Concierge,Shinta Mani,Phnom Penh,Hospitality,College,400,750,USD,Full-time,2026-04-09,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176168
Chief Medical Officer,BELTEI,Phnom Penh,Healthcare,PhD,3000,6150,USD,Full-time,2026-03-28,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176176
Soil Scientist,Build Bright University,Phnom Penh,Agriculture,Master,950,1650,USD,Part-time,2026-05-23,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176185
Legal Officer,Forte Insurance,Phnom Penh,Legal,Bachelor,750,1550,USD,Full-time,2026-05-06,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176193
Deputy Director,IFL University,Battambang,NGO / Development,Master,2050,4150,USD,Full-time,2026-05-13,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176201
PR Manager,Metfone,Kampot,Marketing / Sales,Master,1100,2100,USD,Full-time,2026-06-26,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176214
Loan Officer,DAI Global,Prey Veng,Finance / Banking,Bachelor,400,800,USD,Part-time,2026-05-17,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176228
Korean Language Teacher,GIZ Cambodia,Phnom Penh,Education,Bachelor,500,900,USD,Full-time,2026-04-26,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.176243
Radiographer,Deloitte Cambodia,Kampong Cham,Healthcare,Bachelor,550,1100,USD,Part-time,2026-04-22,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176254
Android Developer,Footprints International School,Phnom Penh,IT / Technology,Bachelor,600,1600,USD,Full-time,2026-05-23,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176263
Civil Engineer,ACLEDA Bank,Phnom Penh,Engineering,Bachelor,900,1900,USD,Part-time,2026-05-12,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176286
Business Analyst,Palladium Group,Kampot,IT / Technology,Bachelor,800,1800,USD,Contract,2026-03-11,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176303
Admin Coordinator,BELTEI,Phnom Penh,HR / Admin,Bachelor,450,950,USD,Part-time,2026-04-05,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176321
IT Security Officer,FPT Software,Phnom Penh,IT / Technology,Bachelor,850,1800,USD,Contract,2026-05-02,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176333
Agribusiness Officer,World Food Programme,Phnom Penh,Agriculture,Bachelor,700,1450,USD,Full-time,2026-03-21,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176342
Finance Manager,Northbridge International School,Siem Reap,Finance / Banking,Master,1300,2700,USD,Full-time,2026-06-18,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176355
Inventory Controller,Northbridge International School,Battambang,Manufacturing,Bachelor,450,800,USD,Full-time,2026-05-06,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176364
Marketing Analyst,Doctors Without Borders,Remote,Marketing / Sales,Bachelor,800,1450,USD,Contract,2026-04-07,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.176374
Agribusiness Officer,Oxfam Cambodia,Sihanoukville,Agriculture,Bachelor,800,1300,USD,Contract,2026-04-14,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176389
Construction Project Manager,OCIC,Remote,Engineering,Master,1500,3300,USD,Full-time,2026-04-28,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176405
Training & Development Officer,ADB Cambodia,Phnom Penh,HR / Admin,Bachelor,700,1550,USD,Full-time,2026-05-08,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176420
Trade Marketing Officer,WaterSHED,Battambang,Marketing / Sales,Bachelor,650,1100,USD,Full-time,2026-05-24,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176428
HR Officer,ANZ Royal Bank,Kampong Cham,HR / Admin,Bachelor,600,1150,USD,Full-time,2026-03-25,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176437
Sous Chef,EZECOM,Phnom Penh,Hospitality,College,700,1150,USD,Contract,2026-03-04,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.176445
AML Compliance Officer,Sathapana Bank,Takeo,Finance / Banking,Master,850,1850,USD,Part-time,2026-03-06,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176454
Barista,Habitat for Humanity,Siem Reap,Hospitality,College,200,830,USD,Full-time,2026-06-12,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.176462
Supply Chain Officer,UNICEF Cambodia,Kampong Cham,Manufacturing,Bachelor,800,1550,USD,Full-time,2026-03-22,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.176471
Vice Principal,Prince Bank,Takeo,Education,Master,1150,2450,USD,Contract,2026-06-11,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.176480
Spa Therapist,Pannasastra University,Kandal,Hospitality,College,400,800,USD,Full-time,2026-03-03,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.176495
